Category: All categories

Day,bitcoin: (Worldwide)
2012-01-01,29
2012-01-02,29
2012-01-03,24
2012-01-04,19
2012-01-05,28
2012-01-06,29
2012-01-07,30
2012-01-08,38
2012-01-09,34
2012-01-10,32
2012-01-11,36
2012-01-12,24
2012-01-13,24
2012-01-14,21
2012-01-15,30
2012-01-16,100
2012-01-17,53
2012-01-18,33
2012-01-19,27
2012-01-20,32
2012-01-21,35
2012-01-22,27
2012-01-23,28
2012-01-24,32
2012-01-25,33
2012-01-26,18
2012-01-27,27
2012-01-28,21
2012-01-29,24
2012-01-30,25
2012-01-31,29
2012-02-01,25
2012-02-02,29
2012-02-03,37
2012-02-04,32
2012-02-05,31
2012-02-06,23
2012-02-07,19
2012-02-08,23
2012-02-09,20
2012-02-10,28
2012-02-11,29
2012-02-12,26
2012-02-13,22
2012-02-14,27
2012-02-15,28
2012-02-16,31
2012-02-17,26
2012-02-18,23
2012-02-19,22
2012-02-20,27
2012-02-21,23
2012-02-22,27
2012-02-23,22
2012-02-24,24
2012-02-25,21
2012-02-26,30
2012-02-27,24
2012-02-28,22
2012-02-29,24
2012-03-01,17
2012-03-02,36
2012-03-03,31
2012-03-04,30
2012-03-05,25
2012-03-06,26
2012-03-07,20
2012-03-08,19
2012-03-09,21
2012-03-10,19
2012-03-11,21
2012-03-12,20
2012-03-13,22
2012-03-14,21
2012-03-15,20
2012-03-16,18
2012-03-17,22
2012-03-18,20
2012-03-19,23
2012-03-20,21
2012-03-21,23
2012-03-22,21
2012-03-23,25
2012-03-24,26
2012-03-25,21
2012-03-26,20
2012-03-27,19
2012-03-28,23
2012-03-29,20
2012-03-30,25
2012-03-31,18
2012-04-01,26
2012-04-02,32
2012-04-03,26
2012-04-04,29
2012-04-05,28
2012-04-06,28
2012-04-07,30
2012-04-08,23
2012-04-09,23
2012-04-10,28
2012-04-11,31
2012-04-12,29
2012-04-13,28
2012-04-14,28
2012-04-15,26
2012-04-16,20
2012-04-17,21
2012-04-18,32
2012-04-19,21
2012-04-20,25
2012-04-21,23
2012-04-22,23
2012-04-23,31
2012-04-24,19
2012-04-25,28
2012-04-26,42
2012-04-27,31
2012-04-28,23
2012-04-29,26
2012-04-30,21
2012-05-01,29
2012-05-02,22
2012-05-03,22
2012-05-04,21
2012-05-05,26
2012-05-06,45
2012-05-07,37
2012-05-08,23
2012-05-09,19
2012-05-10,29
2012-05-11,32
2012-05-12,28
2012-05-13,28
2012-05-14,34
2012-05-15,26
2012-05-16,17
2012-05-17,17
2012-05-18,26
2012-05-19,19
2012-05-20,18
2012-05-21,33
2012-05-22,29
2012-05-23,25
2012-05-24,23
2012-05-25,22
2012-05-26,19
2012-05-27,22
2012-05-28,19
2012-05-29,19
2012-05-30,19
2012-05-31,22
2012-06-01,25
2012-06-02,24
2012-06-03,20
2012-06-04,18
2012-06-05,23
2012-06-06,17
2012-06-07,17
2012-06-08,25
2012-06-09,36
2012-06-10,30
2012-06-11,23
2012-06-12,24
2012-06-13,38
2012-06-14,27
2012-06-15,25
2012-06-16,28
2012-06-17,27
2012-06-18,22
2012-06-19,28
2012-06-20,28
2012-06-21,27
2012-06-22,25
2012-06-23,26
2012-06-24,29
2012-06-25,22
2012-06-26,20
2012-06-27,25
2012-06-28,19
2012-06-29,23
2012-06-30,26
2012-07-01,27
2012-07-02,28
2012-07-03,20
2012-07-04,21
2012-07-05,17
2012-07-06,23
2012-07-07,24
2012-07-08,23
2012-07-09,34
2012-07-10,32
2012-07-11,32
2012-07-12,34
2012-07-13,28
2012-07-14,27
2012-07-15,24
2012-07-16,31
2012-07-17,40
2012-07-18,35
2012-07-19,35
2012-07-20,34
2012-07-21,34
2012-07-22,35
2012-07-23,26
2012-07-24,25
2012-07-25,31
2012-07-26,29
2012-07-27,31
2012-07-28,28
2012-07-29,33
2012-07-30,22
2012-07-31,33
2012-08-01,22
2012-08-02,32
2012-08-03,37
2012-08-04,26
2012-08-05,34
2012-08-06,28
2012-08-07,33
2012-08-08,34
2012-08-09,36
2012-08-10,27
2012-08-11,25
2012-08-12,32
2012-08-13,36
2012-08-14,37
2012-08-15,40
2012-08-16,46
2012-08-17,51
2012-08-18,35
2012-08-19,58
2012-08-20,32
2012-08-21,55
2012-08-22,48
2012-08-23,49
2012-08-24,39
2012-08-25,35
2012-08-26,36
2012-08-27,32
2012-08-28,24
2012-08-29,45
2012-08-30,32
2012-08-31,25
2012-09-01,28
