Category: All categories

Day,bitcoin: (Worldwide)
2019-01-01,21
2019-01-02,24
2019-01-03,24
2019-01-04,24
2019-01-05,19
2019-01-06,21
2019-01-07,23
2019-01-08,21
2019-01-09,22
2019-01-10,27
2019-01-11,25
2019-01-12,20
2019-01-13,20
2019-01-14,22
2019-01-15,21
2019-01-16,20
2019-01-17,20
2019-01-18,20
2019-01-19,17
2019-01-20,17
2019-01-21,18
2019-01-22,17
2019-01-23,18
2019-01-24,19
2019-01-25,17
2019-01-26,17
2019-01-27,16
2019-01-28,19
2019-01-29,20
2019-01-30,18
2019-01-31,19
2019-02-01,18
2019-02-02,16
2019-02-03,16
2019-02-04,20
2019-02-05,22
2019-02-06,21
2019-02-07,20
2019-02-08,22
2019-02-09,18
2019-02-10,17
2019-02-11,19
2019-02-12,19
2019-02-13,18
2019-02-14,18
2019-02-15,18
2019-02-16,17
2019-02-17,15
2019-02-18,22
2019-02-19,24
2019-02-20,21
2019-02-21,20
2019-02-22,20
2019-02-23,19
2019-02-24,24
2019-02-25,21
2019-02-26,19
2019-02-27,18
2019-02-28,19
2019-03-01,17
2019-03-02,15
2019-03-03,16
2019-03-04,18
2019-03-05,18
2019-03-06,19
2019-03-07,17
2019-03-08,17
2019-03-09,18
2019-03-10,16
2019-03-11,17
2019-03-12,17
2019-03-13,16
2019-03-14,16
2019-03-15,17
2019-03-16,16
2019-03-17,16
2019-03-18,17
2019-03-19,18
2019-03-20,19
2019-03-21,18
2019-03-22,19
2019-03-23,15
2019-03-24,15
2019-03-25,17
2019-03-26,17
2019-03-27,19
2019-03-28,17
2019-03-29,17
2019-03-30,17
2019-03-31,16
2019-04-01,19
2019-04-02,42
2019-04-03,44
2019-04-04,33
2019-04-05,27
2019-04-06,23
2019-04-07,23
2019-04-08,28
2019-04-09,25
2019-04-10,26
2019-04-11,27
2019-04-12,23
2019-04-13,19
2019-04-14,18
2019-04-15,22
2019-04-16,23
2019-04-17,22
2019-04-18,22
2019-04-19,21
2019-04-20,20
2019-04-21,19
2019-04-22,22
2019-04-23,29
2019-04-24,25
2019-04-25,24
2019-04-26,24
2019-04-27,19
2019-04-28,17
2019-04-29,19
2019-04-30,21
2019-05-01,20
2019-05-02,21
2019-05-03,28
2019-05-04,24
2019-05-05,21
2019-05-06,23
2019-05-07,26
2019-05-08,28
2019-05-09,29
2019-05-10,32
2019-05-11,42
2019-05-12,43
2019-05-13,49
2019-05-14,58
2019-05-15,47
2019-05-16,45
2019-05-17,43
2019-05-18,32
2019-05-19,35
2019-05-20,36
2019-05-21,35
2019-05-22,33
2019-05-23,31
2019-05-24,31
2019-05-25,28
2019-05-26,30
2019-05-27,42
2019-05-28,38
2019-05-29,35
2019-05-30,37
2019-05-31,37
2019-06-01,28
2019-06-02,29
2019-06-03,31
2019-06-04,37
2019-06-05,30
2019-06-06,28
2019-06-07,28
2019-06-08,25
2019-06-09,24
2019-06-10,27
2019-06-11,26
2019-06-12,27
2019-06-13,27
2019-06-14,28
2019-06-15,31
2019-06-16,37
2019-06-17,38
2019-06-18,38
2019-06-19,32
2019-06-20,34
2019-06-21,42
2019-06-22,67
2019-06-23,46
2019-06-24,51
2019-06-25,55
2019-06-26,100
2019-06-27,84
2019-06-28,61
2019-06-29,47
2019-06-30,41
2019-07-01,49
2019-07-02,47
2019-07-03,43
2019-07-04,42
2019-07-05,38
2019-07-06,32
2019-07-07,31
2019-07-08,39
2019-07-09,44
2019-07-10,44
2019-07-11,43
2019-07-12,41
2019-07-13,35
2019-07-14,36
2019-07-15,40
2019-07-16,41
2019-07-17,45
2019-07-18,42
2019-07-19,35
2019-07-20,31
2019-07-21,31
2019-07-22,32
2019-07-23,32
2019-07-24,33
2019-07-25,33
2019-07-26,30
2019-07-27,30
2019-07-28,28
2019-07-29,32
2019-07-30,30
2019-07-31,30
2019-08-01,30
2019-08-02,33
2019-08-03,31
2019-08-04,28
2019-08-05,43
2019-08-06,42
2019-08-07,38
2019-08-08,36
2019-08-09,31
2019-08-10,29
2019-08-11,28
2019-08-12,32
2019-08-13,32
2019-08-14,33
2019-08-15,37
2019-08-16,31
2019-08-17,27
2019-08-18,26
2019-08-19,29
2019-08-20,30
2019-08-21,32
2019-08-22,30
2019-08-23,29
2019-08-24,25
2019-08-25,24
2019-08-26,29
2019-08-27,27
2019-08-28,29
2019-08-29,30
2019-08-30,26
2019-08-31,25
2019-09-01,23
