Category: All categories

Day,ripple: (Worldwide)
2017-01-01,13
2017-01-02,12
2017-01-03,16
2017-01-04,13
2017-01-05,15
2017-01-06,15
2017-01-07,13
2017-01-08,14
2017-01-09,13
2017-01-10,17
2017-01-11,14
2017-01-12,13
2017-01-13,14
2017-01-14,14
2017-01-15,14
2017-01-16,14
2017-01-17,14
2017-01-18,13
2017-01-19,14
2017-01-20,16
2017-01-21,15
2017-01-22,12
2017-01-23,15
2017-01-24,15
2017-01-25,16
2017-01-26,14
2017-01-27,12
2017-01-28,13
2017-01-29,12
2017-01-30,16
2017-01-31,14
2017-02-01,15
2017-02-02,14
2017-02-03,16
2017-02-04,14
2017-02-05,12
2017-02-06,13
2017-02-07,19
2017-02-08,14
2017-02-09,14
2017-02-10,13
2017-02-11,13
2017-02-12,13
2017-02-13,13
2017-02-14,14
2017-02-15,15
2017-02-16,14
2017-02-17,15
2017-02-18,12
2017-02-19,13
2017-02-20,15
2017-02-21,14
2017-02-22,13
2017-02-23,15
2017-02-24,14
2017-02-25,16
2017-02-26,13
2017-02-27,14
2017-02-28,15
2017-03-01,14
2017-03-02,19
2017-03-03,15
2017-03-04,14
2017-03-05,13
2017-03-06,14
2017-03-07,16
2017-03-08,17
2017-03-09,15
2017-03-10,14
2017-03-11,14
2017-03-12,14
2017-03-13,18
2017-03-14,15
2017-03-15,19
2017-03-16,20
2017-03-17,17
2017-03-18,15
2017-03-19,17
2017-03-20,17
2017-03-21,16
2017-03-22,16
2017-03-23,18
2017-03-24,20
2017-03-25,17
2017-03-26,15
2017-03-27,16
2017-03-28,17
2017-03-29,18
2017-03-30,22
2017-03-31,26
2017-04-01,20
2017-04-02,32
2017-04-03,27
2017-04-04,24
2017-04-05,23
2017-04-06,21
2017-04-07,19
2017-04-08,19
2017-04-09,16
2017-04-10,20
2017-04-11,18
2017-04-12,18
2017-04-13,18
2017-04-14,17
2017-04-15,15
2017-04-16,13
2017-04-17,17
2017-04-18,17
2017-04-19,17
2017-04-20,19
2017-04-21,19
2017-04-22,17
2017-04-23,15
2017-04-24,17
2017-04-25,18
2017-04-26,17
2017-04-27,20
2017-04-28,24
2017-04-29,24
2017-04-30,21
2017-05-01,24
2017-05-02,24
2017-05-03,22
2017-05-04,31
2017-05-05,36
2017-05-06,32
2017-05-07,38
2017-05-08,57
2017-05-09,46
2017-05-10,36
2017-05-11,34
2017-05-12,34
2017-05-13,33
2017-05-14,32
2017-05-15,50
2017-05-16,63
2017-05-17,66
2017-05-18,46
2017-05-19,49
2017-05-20,47
2017-05-21,49
2017-05-22,56
2017-05-23,55
2017-05-24,54
2017-05-25,55
2017-05-26,53
2017-05-27,50
2017-05-28,44
2017-05-29,38
2017-05-30,44
2017-05-31,46
2017-06-01,55
2017-06-02,47
2017-06-03,39
2017-06-04,38
2017-06-05,41
2017-06-06,40
2017-06-07,39
2017-06-08,41
2017-06-09,33
2017-06-10,37
2017-06-11,41
2017-06-12,47
2017-06-13,44
2017-06-14,45
2017-06-15,42
2017-06-16,38
2017-06-17,40
2017-06-18,31
2017-06-19,38
2017-06-20,51
2017-06-21,50
2017-06-22,42
2017-06-23,40
2017-06-24,33
2017-06-25,34
2017-06-26,40
2017-06-27,39
2017-06-28,39
2017-06-29,36
2017-06-30,29
2017-07-01,28
2017-07-02,31
2017-07-03,29
2017-07-04,30
2017-07-05,28
2017-07-06,29
2017-07-07,29
2017-07-08,29
2017-07-09,26
2017-07-10,31
2017-07-11,40
2017-07-12,35
2017-07-13,36
2017-07-14,26
2017-07-15,28
2017-07-16,31
2017-07-17,29
2017-07-18,33
2017-07-19,31
2017-07-20,31
2017-07-21,37
2017-07-22,35
2017-07-23,32
2017-07-24,34
2017-07-25,37
2017-07-26,32
2017-07-27,28
2017-07-28,27
2017-07-29,26
2017-07-30,28
2017-07-31,31
2017-08-01,33
2017-08-02,35
2017-08-03,32
2017-08-04,29
2017-08-05,31
2017-08-06,33
2017-08-07,34
2017-08-08,37
2017-08-09,37
2017-08-10,34
2017-08-11,32
2017-08-12,32
2017-08-13,39
2017-08-14,38
2017-08-15,37
2017-08-16,39
2017-08-17,37
2017-08-18,37
2017-08-19,32
2017-08-20,32
2017-08-21,41
2017-08-22,70
2017-08-23,100
2017-08-24,78
2017-08-25,58
2017-08-26,44
2017-08-27,48
2017-08-28,52
2017-08-29,53
2017-08-30,53
2017-08-31,63
2017-09-01,62
